Date,Open,High,Low,Close,Volume,Accumulation,Advertising,Alternative Carriers,Analyst Ratings,Bar Chart,Broadcasting,Cable,Dead Cat Bounce,Diversification,Diversified REITs,Economic Bubble,Federal Reserve,Gross Domestic Product,Health Care REITs,Hotel,Industrial REITs,Interactive Media,Market Timing,Movies,ASPUS,HSN1F,ICSA,MSPUS,UNRATE,Real Estate Development,Residential REITs,Retail REITs,Return on Equity,Technical Analysis
4/11/14,70.76999664,71.15000153,70.37000275,70.47000122,3785000,-0.827664399,-0.443239796,0,-0.517857143,-0.333837772,-0.402777778,-0.066111111,0,0.58291874,0,-1,-0.606779661,-0.62962963,-1,0.059432624,0,-1,0,0.551496479,0.060497393,-0.030056115,-0.130294474,0.073538474,-0.173951435,-0.310064935,0,0,4.084444444,0.517521368
4/12/14,70.78999837,71.09666697,70.37000275,70.61000061,3511166.667,0.435139573,0.276315789,0,-0.231570179,0.618351841,0.852564103,0.117134831,-0.57,-0.547489824,0,0,-0.252853684,-0.639566396,-1,0.128205128,0,-0.705882353,-1,0.160037879,0.060490549,-0.026366362,-0.122630093,0.073250894,-0.173509934,2.767045455,0,-1,0.047619048,0.814583333
4/13/14,70.8100001,71.04333242,70.37000275,70.75,3237333.333,0.336580087,0.682653061,-1,-1,0.543478261,0.197831978,0.136144578,0,0.429180627,0,-0.114149111,0.063885267,2.5,-1,0.060512821,0,0,0,-0.247532895,0.060483705,-0.022676609,-0.114965712,0.072963313,-0.173068433,0.998432602,0,0,0.236190476,0.187943262
4/14/14,70.83000183,70.98999786,70.37000275,70.88999939,2963500,-0.278481013,0.076403061,0,0,0.619106317,-0.232638889,0.072126437,0,0.102120974,0,0,0.087899093,-0.467078189,-1,0.048985507,0,-0.237288136,-0.163095238,0.260318396,0.060476862,-0.018986855,-0.102595296,0.072675732,-0.172626932,0.066524621,0,0,0.76,4.459259259
4/15/14,70.98999786,71.76000214,70.83999634,71.73000336,3800100,-0.457142857,-0.010204082,0,0,0.027284002,-0.147696477,0.123795181,0.307692308,0.206856343,0,0,-0.188725957,-0.311621967,-1,0.095111111,0,0.016949153,0.6921875,0.416015625,0.060470018,-0.015297102,-0.090093763,0.072388152,-0.17218543,-0.478917464,-1,0,1.816,0.41577381
4/16/14,71.98000336,72.27999878,71.68000031,72.19000244,2141600,-0.58137882,0.000917221,0,-0.202470462,0.083050847,-0.151927438,0.1,-1,0.611940299,0,0,-0.310344828,-0.3875,-1,0.048280702,0,-0.754,0,0.411033163,0.060463175,-0.011607349,-0.077459016,0.072100571,-0.171378092,1.64354067,0,0,0.259310345,-0.653833333
4/17/14,72.13999939,72.15000153,71.51000214,71.76999664,3736800,-0.555844156,-0.049795918,0,0,-0.083131558,0.092592593,0.222115385,0,-0.347277696,0,-1,-0.343488522,-0.632716049,-1,0.049230769,0,-1,1.85,0.792279412,0.060456331,-0.007917596,-0.064688916,0.07181299,-0.17057004,0.824494949,0,0,-0.034146341,0.518666667
4/18/14,72.07250023,72.17750168,71.5775013,71.87249756,3414400,-0.773809524,-0.445114409,0,0,-0.653260557,-0.493224932,0.1915625,-1,-0.545654083,0,0.394927536,-0.626121635,-0.528619529,-1,0.097471264,0,0,-1,0.740056818,0.060304362,-0.003231764,-0.051781276,0.0716707,-0.169761273,-0.203125,0,0,-0.12,5.785897436
4/19/14,72.00500107,72.20500183,71.64500046,71.97499847,3092000,-0.670995671,0.272594752,0,0,0.01338091,-0.421768707,-0.001282051,0,0.260679362,0,0,0.084745763,0.594444444,-1,-0.018461538,0,-1,0,0.183712121,0.060152434,0.001463452,-0.039150354,0.071528371,-0.168951791,0.761363636,0,0,-0.566027397,1.4078125
4/20/14,71.93750191,72.23250198,71.71249962,72.07749939,2769600,-0.246031746,1.30952381,0,0.874219075,2.088700565,1.071684588,0.208035714,-1,1.471641791,0,0,0.403389831,-0.397496088,-1,0.111215686,0,0,1.680357143,-0.256552419,0.060000547,0.00616808,-0.026789452,0.071386004,-0.168141593,0.647727273,0,0,1.598095238,0.75875
4/21/14,71.87000275,72.26000214,71.77999878,72.18000031,2447200,-0.612244898,0.091025046,0,-1,0.452367037,-0.357388316,0.234939759,0,-0.317424505,0,0,-0.258474576,0.428571429,-1,0.12,0,-0.419672131,-1,0.150948661,0.059848702,0.010882149,-0.014303744,0.071243598,-0.167330677,0.468181818,0,0,-0.182117647,-0.118421053
4/22/14,72.26000214,72.43000031,71.63999939,72.33999634,2889700,-0.211981567,-0.021848739,0,0,0.084745763,-0.367222222,0.072126437,0,-0.092334935,0,-1,-0.20412675,-0.173611111,-1,0.037473684,0,-0.7,2.384375,0.265625,0.059696899,0.015605686,-0.001691332,0.071101153,-0.166519043,-0.205461877,0,0,1.48,3.760526316
4/23/14,72.33000183,72.47000122,71.87000275,72.05000305,3180700,-0.239177489,-0.061755952,0,-1,0.466631356,-0.180722892,0.1,0,0.848450057,0,-1,-0.20174959,0.587301587,-1,0.060888889,0,0,0,0.127653302,0.059545138,0.020338721,0.011049724,0.07095867,-0.16570669,-0.266624579,0,0,0.96952381,0.837096774
4/24/14,72.19999695,72.48999786,72.06999969,72.34999847,2332400,0.038800705,-0.022893773,0,0,0.590922149,-0.402777778,0.1,-1,-0.246825574,0,0,-0.360475275,-0.688888889,-1,0.05875,0,-0.1,-1,0.442307692,0.059393417,0.025081282,0.023921401,0.070816148,-0.164893617,0.931818182,0,0,-0.28183908,2.384895833
4/25/14,72.38999939,72.43000031,71.91000366,72.06999969,2608900,-0.633204633,-0.420262391,0,-1,0.012608516,-0.458333333,0.193670886,0,-0.264392324,0,0,-0.727858677,-0.715811966,-1,0.059432624,0,-0.290909091,-1,0.739501953,0.059241739,0.029833398,0.036925719,0.070673587,-0.164079823,-0.138513514,0,0,-0.576296296,0.235460993
4/26/14,72.35666656,72.51666768,71.92000326,72.25666555,2737333.333,-0.095238095,0.515625,0,-1,2.517601043,0.833333333,0.0875,0,-0.121597893,0,-1,-0.354628422,-0.715811966,-1,0.111215686,0,0,0.628571429,0.196546053,0.059090101,0.034595098,0.033664221,0.070530988,-0.163265306,0.048701299,0,0,0.62962963,-0.127604167
4/27/14,72.32333374,72.60333506,71.93000285,72.4433314,2865766.667,0.686147186,0.855867347,0,0,0.93486208,0.426713948,0.376428571,0,-0.206736587,0,-1,0.535017589,1.333333333,-0.224242424,0.037948718,0,0.338461538,0,-0.354272959,0.058938505,0.03936641,0.023265834,0.07038835,-0.162450067,2.330721003,0,0,0.195471698,1.791666667
4/28/14,72.29000092,72.69000244,71.94000244,72.62999725,2994200,-0.050741608,0.132898943,0,0,0.163276836,0.499118166,0.131034483,0,0.227898967,0,-1,-0.120167587,-0.282986111,-1,0.01562724,0,-0.62,-1,0.025390625,0.058786951,0.044147365,0.012903226,0.070245673,-0.161634103,0.013412817,0,0,0.275102041,0.780630631
4/29/14,72.84999847,72.98999786,72.48000336,72.68000031,2944200,1.056277056,0.190260914,0,0,0.398534127,-0.06986532,0.083908046,0,0.346727899,0,0,-0.123692752,-0.085769981,-1,-0.006099291,0,-1,2.238636364,0.195790816,0.058635438,0.048937991,0.002576213,0.070102957,-0.160817414,0.315876153,0,0,0.780952381,0.317666667
4/30/14,72.81999969,72.98999786,72.44999695,72.94000244,2660700,0.039393939,-0.233846154,0,-1,0.448275862,-0.255439162,-0.125,-1,0.149425287,0,0.063556851,-0.181818182,0.539112051,-1,0.016528926,0,-0.730418944,0.343396226,0.248015873,0.058483967,0.053738318,-0.007715388,0.069960203,-0.16,-0.264861111,0,0,-0.12568306,0.341176471
5/1/14,73.05999756,73.31999969,72.30999756,73.25,3817400,-0.451666667,-0.18729097,0,0,0.273661042,-0.311154599,-0.088888889,0,0.12,0,0,-0.119922631,0.341789993,0,0.163998792,0,-0.703460838,-0.290566038,0.401515152,0.058332536,0.047933884,-0.017971759,0.069817409,-0.160860215,1.028198653,0,0,0.390616167,0.425
5/2/14,72.90000153,73.55000305,72.86000061,73.23000336,3495200,-0.445355191,-0.356275304,0,-1,0.342421812,-0.225048924,-0.105263158,-1,-0.230769231,0,0,-0.572192513,-0.065722952,0,0.08886619,0,0.037566138,-1,0.566939891,0.058181148,0.042165968,-0.02819308,0.069674578,-0.16172043,0,0,0,0.180327869,-0.157042254
5/3/14,72.93333435,73.51333618,72.80333455,73.28000132,3206300,-0.346666667,0.197505198,0,0,0.221674877,-0.082191781,-0.012195122,0,-1,0,0,0.37829912,-0.255813953,0,0.101656964,-1,0,0,0.144570707,0.0580298,0.036434224,-0.039232409,0.069531707,-0.162580645,-0.033399471,0,0,-0.042977404,0.338636364
5/4/14,72.96666718,73.47666931,72.7466685,73.32999929,2917400,6.145833333,1.395010395,-1,0,0.61392833,-0.054794521,-0.058139535,-1,0.241935484,0,0,2.636363636,6.906976744,0,0.140106952,0,-0.338997821,0,-0.293402778,0.057878494,0.030738315,-0.058649789,0.069388797,-0.16344086,-0.431795635,0,0,0.788375559,0.230681818
5/5/14,73,73.44000244,72.69000244,73.37999725,2628500,-0.388888889,0.037037037,-1,0,0.011954023,-0.026343519,-0.182795699,-1,0.3,0,0.07755102,0.043771044,2.078224101,0,0.08886619,-1,-0.438148148,-1,0.072463768,0.057727229,0.025077905,-0.077661795,0.069245849,-0.164301075,1.144570707,0,0,0.145295307,-0.325362319
5/6/14,73.05999756,73.38999939,72.87000275,73.12000275,2879800,0.020833333,-0.045092838,0,0.789473684,0.137197359,-0.198630137,-0.035714286,0,-0.543478261,0,0.114285714,0.167076167,0.746300211,0,0.041529899,0,-0.157222222,-1,0.147286822,0.057576006,0.019452663,-0.096280992,0.069102861,-0.16516129,1.194444444,0,0,-0.099515124,0.145588235
5/7/14,73.27999878,74.05000305,73.16000366,74,4417300,-0.293859649,-0.137785292,0,0.815789474,0.425287356,-0.194163192,-0.164835165,-1,0.410714286,0,0.128571429,-0.121212121,0.302325581,0,0.101239669,0.063291139,-0.654666667,-0.306892568,0.150132275,0.057424824,0.013862262,-0.114519427,0.068959835,-0.166021505,0.595959596,0,0,-0.281967213,-0.525
5/8/14,73.97000122,74.51000214,73.90000153,74.16999817,3389200,0.301282051,-0.029585799,0,0.815789474,0.558908046,-0.149867103,-0.127906977,0,-0.14,0,-1,-0.08008658,-0.209302326,-1,0.101656964,0,0.283468835,-0.305660377,0.378156566,0.057273683,0.00830638,-0.132388664,0.06881677,-0.16688172,-0.43001443,0,0,-0.084699454,-0.05
5/9/14,74.22000122,74.44999695,73.80000305,74.22000122,3706300,0.409722222,-0.358539765,0,1.159880834,-0.754137931,-0.288767123,-0.036585366,0,-0.269230769,0,-1,-0.421487603,-0.085601188,0,0.007058159,0,1.035978836,0,0.604775828,0.057122583,0.002784699,-0.1498998,0.068673666,-0.167741935,-0.332125604,0,0,-0.770066,0
5/10/14,74.19333394,74.49999746,73.91333516,74.29666646,3465266.667,0.09375,-0.007692308,0,0.850328947,-0.266995074,0.701853344,-0.193181818,-1,0.25,0,0,0.164772727,2.143544507,0,0.052406417,0,0,0,0.051404853,0.056971524,-0.002703098,-0.15,0.068530523,-0.168602151,0.489087302,0,0,0.010190518,0.425
5/11/14,74.16666667,74.54999797,74.02666728,74.37333171,3224233.333,2.888888889,0.821862348,0,0.355661882,0.692528736,0.729600953,0.08,0,-0.272727273,0,-1,0.977272727,3.601550388,0,0.194805195,0,0,-1,-0.388227513,0.056820507,-0.00815732,-0.135836996,0.068387341,-0.169462366,2.95,0,0,1.588438309,-0.641111111
5/12/14,74.13999939,74.59999847,74.13999939,74.44999695,2983200,-0.012820513,0.121713729,0,0,0.412561576,0.054794521,-0.177083333,0,-0.071428571,0,-1,0.029411765,9.773784355,0,0.030582321,0,-0.464902998,-1,-0.090811966,0.056669531,-0.013578275,-0.12148029,0.068244121,-0.170322581,0.410714286,0,0,0.187111362,-0.250961538
5/13/14,74.48000336,75.01999664,73.86000061,73.97000122,2476600,-0.833333333,0.056680162,0,0,0.321630094,-0.104931507,-0.120879121,0,0.161290323,0,0,-0.090909091,2.117688513,0,-0.013533835,0,-0.157723577,0.358490566,0.074494949,0.056518596,-0.018966266,-0.106925881,0.068100861,-0.171182796,-0.321717172,0,0,2.021077283,0.047794118
5/14/14,74.05000305,74.30000305,73.69000244,74,3956800,0.144230769,-0.253682488,0,0.780185759,0.223684211,-0.311643836,-0.094736842,0,0,0,0,0.029572837,1.661274014,0,0.053725222,0,0,0,0.144570707,0.056367703,-0.024321594,-0.092169657,0.067957562,-0.172043011,0.221906566,0,0,0.967213115,0.104651163
5/15/14,74.05000305,74.08000183,73.34999847,73.95999908,2941200,1.022222222,-0.134615385,0,0,0.094723722,-0.244511165,-0.141304348,-1,0.631578947,0,0,-0.189189189,0.186563307,0,0.029827316,0,-0.578861789,0,0.312056738,0.05621685,-0.029644553,-0.077207392,0.067814224,-0.172903226,-0.146604938,0,0,-0.172876304,-0.443103448
5/16/14,74.02999878,74.65000153,73.65000153,74.63999939,2478900,0.235294118,-0.462686567,0,0,-0.483947681,-0.629315068,-0.175257732,0,0.769230769,0,0,-0.570247934,0.84496124,0,0.109774436,0,-1,-1,0.604775828,0.056066039,-0.034935438,-0.062034739,0.067670848,-0.173763441,-0.216269841,0,0,-0.593727726,-1
5/17/14,74.22333272,74.63666789,73.76666768,74.53999837,2459400,-0.839869281,0.068825911,0,-1,2.800766284,-0.444462783,-0.049382716,0,0.46875,0,0,-0.486166008,0,0,0.145091468,0,-0.146153846,0,0.064052288,0.055915268,-0.040194536,-0.063306955,0.067527432,-0.174623656,-0.281130268,0,0,1.43313201,0
5/18/14,74.41666667,74.62333425,73.88333384,74.43999736,2439900,1.40625,0.55465587,0,0,7.076628352,0.559589041,-0.012048193,0,1.25,0,0,1.287390029,0.829457364,0,0.076510446,0,0,-0.452221546,-0.390503876,0.055764539,-0.045422133,-0.075072584,0.067383977,-0.175483871,0.043699187,0,0,0.967213115,-0.447674419
5/19/14,74.61000061,74.61000061,74,74.33999634,2420400,-0.380208333,0.214574899,0,0,0.286717752,-0.440756955,-0.177083333,0,0.967741935,0,0,0.269296741,-0.029175476,0,0.053841991,0,-1,-0.473985134,-0.072984749,0.055613851,-0.050618513,-0.086741016,0.067240483,-0.176344086,0.296717172,0,0,-0.660825325,-0.436627907
5/20/14,74.38999939,74.59999847,73.87000275,74.11000061,2210200,1.38,-0.018500487,0,0,-0.41426547,-0.05923732,-0.11827957,0,-0.209302326,0,0,0.104895105,2.078224101,0,0.064935065,0,-0.054444444,0,0.072463768,0.055463204,-0.055783952,-0.098313451,0.06709695,-0.177204301,-0.205073696,0,0,-0.062142585,0.612121212
5/21/14,74.36000061,74.36000061,73.5,73.62000275,2164800,-0.366666667,-0.019230769,0,0,-0.0323049,-0.065753425,-0.152173913,0,0.279069767,0,0,-0.160839161,3.380549683,0,0.087593258,0,-0.366484517,0,0.093380615,0.055312598,-0.060918728,-0.109791069,0.066953378,-0.178064516,0.017424242,0,0,-0.536461278,-0.292156863
5/22/14,73.69000244,73.90000153,73.44999695,73.48999786,1820600,-1,-0.238461538,0,1.074898785,0.145320197,-0.150684932,-0.111111111,-1,0.042857143,0,-1,-0.240348692,1.315245478,0,0.086892489,0,2.915343915,0,0.284722222,0.055162033,-0.066023112,-0.121175031,0.066809767,-0.178924731,0.516748366,0,-1,0.564828614,0.278846154
5/23/14,73.48999786,74.16999817,73.48999786,74.13999939,1418000,-0.611111111,-0.522546419,0,0,0.179548157,-0.460450729,-0.094117647,-1,-0.1,0,0,-0.590268886,0.447028424,0,0.054178145,0,-1,-0.049615653,0.35547504,0.055011509,-0.071097372,-0.132466477,0.066666116,-0.179784946,0.379365079,0,0,-0.529579473,-1
5/24/14,73.70249748,74.3049984,73.66249847,74.27249908,1741800,0.166666667,-0.192307692,-1,0,-0.326947637,-0.524959368,-0.21978022,0,-0.424242424,0,-1,0.142857143,-0.378435518,0,-0.00961039,0,-0.660833333,0,0.038159371,0.054861026,-0.076141776,-0.133144476,0.066522427,-0.180645161,1.043103448,0,0,-1,-0.248507463
5/25/14,73.9149971,74.43999863,73.83499908,74.40499878,2065600,0.066666667,0.042183623,0,0,2.488203267,-0.43626108,0.05,0,0,0,0,0.266233766,0,0,0.064935065,0,-0.55952381,-0.289034728,-0.064722222,0.054710584,-0.081156586,-0.127840909,0.066378698,-0.181505376,-0.25672043,0,0,2.049180328,0
5/26/14,74.12749672,74.57499886,74.00749969,74.53749847,2389400,0.166666667,1.076923077,0,0,2.269776876,0.340019569,-0.043478261,-1,3.533333333,0,0,0.608391608,0.395348837,0,0.124098124,0,0.512888889,-1,-0.394152047,0.054560183,-0.086142061,-0.122507123,0.06623493,-0.182365591,2.918650794,0,0,-0.239096814,0.038372093
5/27/14,74.33999634,74.70999908,74.18000031,74.66999817,2713200,1.28030303,-0.064777328,0,1,0.796771827,0.331506849,-0.13,0.865384615,-0.183673469,0,0,-0.104895105,6.695560254,0,0.041529899,0,-0.533058985,0,-0.121717172,0.054409823,-0.091098459,-0.117142857,0.066091123,-0.183225806,1.161195286,0,0,-0.268013725,-0.483088235
5/28/14,74.40000153,74.43000031,73.76000214,74.19999695,2363100,-0.387978142,-0.263875365,0,1.026315789,-0.171251453,0.221769715,-0.043956044,-1,0.863636364,0,-1,0.191222571,3.4397463,0,0.010601643,0,-0.057452575,0,0.027777778,0.054259504,-0.096026032,-0.111747851,0.065947277,-0.184086022,0.216919192,0,0,1.318501171,1.095588235
5/29/14,74.30000305,74.40000153,74.01000214,74.34999847,2379800,0.011111111,-0.325443787,0,0,0.199859254,0.120586533,0.063829787,0,-0.588235294,0,0,0.12012987,0.800273598,0,-0.002323992,0,-0.021164021,-0.200887902,0.177272727,0.054109226,-0.100925031,-0.106321839,0.065803391,-0.184946237,0.536111111,-1,0,-0.118145845,-0.104807692
5/30/14,74.27999878,74.77999878,74.22000122,74.69000244,3281400,1.916666667,-0.515762926,0,0,-0.481713689,0.059990553,-0.0625,0,0.62962963,0,-1,-0.430122117,0.031007752,0,-0.032865094,0,0.121212121,0,0.438888889,0.053958988,-0.105795705,-0.100864553,0.065659467,-0.185806452,-0.479284369,0,0,-1,-0.585454545
5/31/14,74.49333191,74.88999939,74.33333333,74.76666768,3219766.667,1.793650794,-0.179397643,0,-1,0.370967742,-0.083216783,-0.079016913,0,0.115026596,0,0,-0.07773386,0,0,-0.06741573,0,0,0,-0.049411162,0.053808792,-0.110638298,-0.096201486,0.065515503,-0.186666667,0.960784314,0,0,1.334285714,-0.606557377
6/1/14,74.70666504,75,74.44666545,74.84333293,3158133.333,2.797619048,1.157402312,0,0,0.5,0.192189349,0.119361166,0,0,0,0,0.230116649,2.192307692,0,0.011363636,0,0.105882353,0,-0.403353815,0.053658636,-0.105747947,-0.090758392,0.065371499,-0.185498221,-0.472693032,0,0,0.126190476,-0.576621525
6/2/14,74.91999817,75.11000061,74.55999756,74.91999817,3096500,0.111111111,0.153305204,0,0,0.206140351,-0.022902098,-0.011627907,-1,-0.2078125,0,-1,-0.388586957,0.121794872,-1,-0.010752688,0,0,-1,-0.092522974,0.053508521,-0.100790798,-0.085274542,0.065227457,-0.184327694,-0.622222222,0,0,1.764285714,-0.701906992
6/3/14,74.91000366,74.97000122,74.62000275,74.87999725,1828800,-0.046666667,-0.073525451,-1,-1,0.901041667,-0.443956044,-0.011627907,0,0.350506757,0,-1,0.443478261,0.418269231,0,-0.010752688,0,1.14628483,1.031897927,-0.041437729,0.053358447,-0.095765472,-0.079749478,0.065083375,-0.18315508,-0.038461538,0,0,0.689285714,-0.599820346
6/4/14,74.88999939,75.19000244,74.62999725,75.02999878,1910500,-0.356725146,0.072226359,0,1.31,0.121794872,-0.288144796,-0.011627907,-0.145299145,0.384943182,0,0,0.136044881,-0.43019943,0,0.032967033,0,0.171485543,-1,0.029200359,0.053208414,-0.090670554,-0.074182733,0.064939254,-0.181980375,-0.451303155,-1,0,-0.165784832,-0.605228179
6/5/14,75.19999695,76.44000244,74.91000366,76.41000366,4992400,-0.335282651,-0.06882002,0,0,-0.166666667,-0.308765653,-0.067785412,-0.54978355,0.54375,0,0,-0.310344828,-0.519230769,0,-0.010869565,0,-1,0.046439628,0.102627258,0.053058422,-0.085504587,-0.068573833,0.064795093,-0.180803571,-0.432624113,0,0,0.177380952,-0.306158618
6/6/14,76.76999664,76.76999664,75.94999695,76.08999634,9927200,-0.011820331,-0.640669661,0,0,0.078125,-0.214752371,-0.075393848,0,0.03125,0,0,-0.599723948,-1,0,-0.053763441,0,0,-1,0.205399061,0.052908471,-0.080266075,-0.062922297,0.064650893,-0.179624665,-0.459064327,-1,0,-0.530054645,-0.662208801
6/7/14,76.56999715,76.62666321,75.64333089,75.78333028,7440800,-0.432539683,-0.344750558,0,0,0.370967742,0.246153846,-0.0805841,0,0.115026596,0,0,-0.281663516,-1,0,-0.032967033,0,0,0,-0.109022556,0.05275856,-0.07495348,-0.060618906,0.064506654,-0.178443649,-0.281045752,0,0,0.144257703,0.924447612
6/8/14,76.36999766,76.48332977,75.33666484,75.47666423,4954400,-0.007843137,0.215189873,0,0.824,0.73245614,0.332126697,0.061584841,0,0.12202381,0,0,0.554677207,-0.112426036,0,0.044444444,0,-1,0,-0.376315789,0.05260869,-0.069565217,-0.068210526,0.064362376,-0.177260519,0.782945736,0,0,0.801904762,0
6/9/14,76.16999817,76.33999634,75.02999878,75.16999817,2468000,0.602469136,-0.205117735,0,0,0.032608696,-0.048275862,-0.084455324,0,-0.456503378,0,0,0.017576318,0.183431953,0,0,0,-0.645550528,-1,-0.135368664,0.05245886,-0.06409966,-0.075700544,0.064218058,-0.176075269,0.447811448,0,0,-0.429776974,-0.18852459
6/10/14,75.11000061,75.19000244,74.33999634,74.61000061,2614700,0.361111111,0.063932062,0,-1,0.274038462,-0.110602911,0.010094557,0,0.086993243,0,0,-0.04589372,1.307692308,0,-0.010989011,0,-0.046653144,0.015948963,-0.009141156,0.052309072,-0.058555133,-0.083090985,0.0640737,-0.174887892,0.111111111,0,0,0.732600733,-0.594262295
6/11/14,74.30999756,74.73000336,74.04000092,74.41000366,2365800,0.059259259,0.084139985,0,-0.544,0.290983607,0.378621379,0.136059877,0,-0.33375,0,0,-0.191456903,1.331730769,0,-0.0625,0,-1,-1,-0.009141156,0.052159324,-0.052929912,-0.090383822,0.063929303,-0.173698384,0.722222222,0,0,0.143253968,-0.346949745
6/12/14,74.40000153,74.45999908,73.65000153,74.22000122,2249600,-0.158024691,0.060312733,0,0.6,0.158536585,-0.091936979,0.022066596,-0.555555556,-0.17125,0,0,0.060869565,0.57629256,0,-0.02173913,0,-0.637132353,-1,0.115819209,0.052009617,-0.047222222,-0.097580976,0.063784867,-0.172506739,0.001821494,0,0,-0.026541764,-0.581302614
6/13/14,74.22000122,74.52999878,73.73000336,74.41000366,1853100,-1,-0.545602077,0,0,-0.53125,-0.270192308,-0.067154429,0,0.940972222,0,0,-0.580209895,-0.068509615,0,-0.063829787,0,-1,-1,0.347547974,0.05185995,-0.041430237,-0.104684318,0.063640391,-0.17131295,-0.666666667,-1,0,-0.53608631,-0.50630517
6/14/14,74.26333364,74.57333374,73.79333496,74.28333537,2116533.333,-1,-0.141441937,0,0,0.851851852,0.187483703,0.09379845,0,-0.179209184,0,-1,-0.155279503,-0.408284024,0,-0.063829787,0,0,0.066095471,-0.089539007,0.051710324,-0.035552075,-0.110076892,0.063495876,-0.170117012,-0.500805153,0,0,2.504578755,-0.585040984
6/15/14,74.30666606,74.6166687,73.85666656,74.15666707,2379966.667,0.264367816,0.624963203,0,0,2.392857143,-0.06440678,0.161337209,0,-0.38125,0,0,0.15942029,0.709401709,-1,0.045454545,0,-1,0,-0.389690983,0.051560739,-0.029585799,-0.107505071,0.063351321,-0.168918919,-0.268635724,0,0,-0.114010989,0
